datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2023.04.13,Arnulf,00:00:00,23.59,1041.0,66.0,1107.0,3.7,9.9,9.5,91,2.3,
2023.04.14,Arnulf,00:00:00,23.59,651.0,46.0,697.0,3.3,9.7,12.1,96,1.6,
2023.04.15,Arnulf,00:00:00,23.59,539.0,52.0,591.0,4.6,9.5,3.0,98,0.6,
2023.04.16,Arnulf,00:00:00,23.59,472.0,31.0,503.0,4.5,8.7,0.2,98,0.0,
2023.04.17,Arnulf,00:00:00,23.59,1270.0,98.0,1368.0,5.0,13.1,0.6,94,1.8,
2023.04.18,Arnulf,00:00:00,23.59,1488.0,80.0,1568.0,5.9,11.4,0.3,98,0.2,
2023.04.19,Arnulf,00:00:00,23.59,1031.0,72.0,1103.0,4.0,10.7,12.8,94,0.0,
2023.04.20,Arnulf,00:00:00,23.59,1092.0,72.0,1164.0,3.5,8.0,0.2,99,0.0,
2023.04.21,Arnulf,00:00:00,23.59,1777.0,118.0,1895.0,5.8,19.7,0.0,66,10.5,
2023.04.22,Arnulf,00:00:00,23.59,1467.0,63.0,1530.0,6.1,22.5,0.0,96,11.7,
2023.04.23,Arnulf,00:00:00,23.59,916.0,57.0,973.0,9.9,17.7,10.1,95,2.5,
2023.04.24,Arnulf,00:00:00,23.59,1297.0,93.0,1390.0,7.2,13.2,2.4,83,4.2,
2023.04.25,Arnulf,00:00:00,23.59,1134.0,76.0,1210.0,5.1,12.2,5.8,94,2.3,
2023.04.26,Arnulf,00:00:00,23.59,1562.0,93.0,1655.0,4.2,12.0,0.1,96,3.8,
2023.04.27,Arnulf,00:00:00,23.59,1748.0,101.0,1849.0,4.3,15.7,0.2,91,4.5,
2023.04.28,Arnulf,00:00:00,23.59,793.0,59.0,852.0,8.8,14.5,29.4,94,0.0,
2023.04.29,Arnulf,00:00:00,23.59,1243.0,69.0,1312.0,10.3,18.5,0.0,85,8.4,
2023.04.30,Arnulf,00:00:00,23.59,1123.0,70.0,1193.0,8.9,16.8,0.0,93,5.3,
2023.04.01,Kreuther,00:00:00,23.59,143.0,140.0,283.0,7.0,11.5,0.9,94,2.0,
2023.04.02,Kreuther,00:00:00,23.59,111.0,74.0,185.0,1.4,11.0,2.9,98,0.7,
2023.04.03,Kreuther,00:00:00,23.59,334.0,234.0,568.0,-0.4,6.0,0.0,88,2.2,
2023.04.04,Kreuther,00:00:00,23.59,350.0,263.0,613.0,-2.5,5.4,0.0,21,9.5,
2023.04.05,Kreuther,00:00:00,23.59,349.0,267.0,616.0,-2.8,7.5,0.0,35,12.3,
2023.04.06,Kreuther,00:00:00,23.59,315.0,241.0,556.0,-1.5,11.4,0.0,43,10.3,
2023.04.07,Kreuther,00:00:00,23.59,114.0,109.0,223.0,4.1,11.8,0.0,90,2.1,
2023.04.08,Kreuther,00:00:00,23.59,104.0,82.0,186.0,3.5,6.0,0.3,88,0.0,
2023.04.09,Kreuther,00:00:00,23.59,127.0,114.0,241.0,2.6,10.5,0.0,53,7.9,
2023.04.10,Kreuther,00:00:00,23.59,266.0,212.0,478.0,1.0,15.3,0.0,63,11.5,
2023.04.11,Kreuther,00:00:00,23.59,253.0,185.0,438.0,5.0,13.0,3.5,93,2.9,
2023.04.12,Kreuther,00:00:00,23.59,260.0,190.0,450.0,4.8,14.4,17.7,95,1.3,
2023.04.13,Kreuther,00:00:00,23.59,271.0,213.0,484.0,3.7,9.9,9.5,91,2.3,
2023.04.14,Kreuther,00:00:00,23.59,156.0,125.0,281.0,3.3,9.7,12.1,96,1.6,
2023.04.15,Kreuther,00:00:00,23.59,119.0,130.0,249.0,4.6,9.5,3.0,98,0.6,
2023.04.16,Kreuther,00:00:00,23.59,106.0,100.0,206.0,4.5,8.7,0.2,98,0.0,
2023.04.17,Kreuther,00:00:00,23.59,401.0,280.0,681.0,5.0,13.1,0.6,94,1.8,
2023.04.18,Kreuther,00:00:00,23.59,451.0,367.0,818.0,5.9,11.4,0.3,98,0.2,
2023.04.19,Kreuther,00:00:00,23.59,327.0,230.0,557.0,4.0,10.7,12.8,94,0.0,
2023.04.20,Kreuther,00:00:00,23.59,372.0,262.0,634.0,3.5,8.0,0.2,99,0.0,
2023.04.21,Kreuther,00:00:00,23.59,553.0,398.0,951.0,5.8,19.7,0.0,66,10.5,
2023.04.22,Kreuther,00:00:00,23.59,391.0,316.0,707.0,6.1,22.5,0.0,96,11.7,
2023.04.23,Kreuther,00:00:00,23.59,186.0,223.0,409.0,9.9,17.7,10.1,95,2.5,
2023.04.24,Kreuther,00:00:00,23.59,421.0,297.0,718.0,7.2,13.2,2.4,83,4.2,
2023.04.25,Kreuther,00:00:00,23.59,397.0,292.0,689.0,5.1,12.2,5.8,94,2.3,
2023.04.26,Kreuther,00:00:00,23.59,485.0,381.0,866.0,4.2,12.0,0.1,96,3.8,
2023.04.27,Kreuther,00:00:00,23.59,569.0,434.0,1003.0,4.3,15.7,0.2,91,4.5,
2023.04.28,Kreuther,00:00:00,23.59,271.0,201.0,472.0,8.8,14.5,29.4,94,0.0,
2023.04.29,Kreuther,00:00:00,23.59,308.0,242.0,550.0,10.3,18.5,0.0,85,8.4,
2023.04.30,Kreuther,00:00:00,23.59,269.0,230.0,499.0,8.9,16.8,0.0,93,5.3,
2023.04.01,Olympia,00:00:00,23.59,365.0,393.0,758.0,7.0,11.5,0.9,94,2.0,
2023.04.02,Olympia,00:00:00,23.59,431.0,391.0,822.0,1.4,11.0,2.9,98,0.7,
2023.04.03,Olympia,00:00:00,23.59,718.0,807.0,1525.0,-0.4,6.0,0.0,88,2.2,
2023.04.04,Olympia,00:00:00,23.59,876.0,897.0,1773.0,-2.5,5.4,0.0,21,9.5,
2023.04.05,Olympia,00:00:00,23.59,907.0,898.0,1805.0,-2.8,7.5,0.0,35,12.3,
2023.04.06,Olympia,00:00:00,23.59,755.0,802.0,1557.0,-1.5,11.4,0.0,43,10.3,
2023.04.07,Olympia,00:00:00,23.59,536.0,528.0,1064.0,4.1,11.8,0.0,90,2.1,
2023.04.08,Olympia,00:00:00,23.59,255.0,296.0,551.0,3.5,6.0,0.3,88,0.0,
2023.04.09,Olympia,00:00:00,23.59,739.0,699.0,1438.0,2.6,10.5,0.0,53,7.9,
2023.04.10,Olympia,00:00:00,23.59,917.0,981.0,1898.0,1.0,15.3,0.0,63,11.5,
2023.04.11,Olympia,00:00:00,23.59,646.0,638.0,1284.0,5.0,13.0,3.5,93,2.9,
2023.04.12,Olympia,00:00:00,23.59,645.0,640.0,1285.0,4.8,14.4,17.7,95,1.3,
2023.04.13,Olympia,00:00:00,23.59,773.0,747.0,1520.0,3.7,9.9,9.5,91,2.3,
2023.04.14,Olympia,00:00:00,23.59,470.0,474.0,944.0,3.3,9.7,12.1,96,1.6,
2023.04.15,Olympia,00:00:00,23.59,485.0,470.0,955.0,4.6,9.5,3.0,98,0.6,
2023.04.16,Olympia,00:00:00,23.59,624.0,577.0,1201.0,4.5,8.7,0.2,98,0.0,
2023.04.17,Olympia,00:00:00,23.59,1209.0,1219.0,2428.0,5.0,13.1,0.6,94,1.8,
2023.04.18,Olympia,00:00:00,23.59,1249.0,1291.0,2540.0,5.9,11.4,0.3,98,0.2,
2023.04.19,Olympia,00:00:00,23.59,845.0,881.0,1726.0,4.0,10.7,12.8,94,0.0,
2023.04.20,Olympia,00:00:00,23.59,921.0,929.0,1850.0,3.5,8.0,0.2,99,0.0,
2023.04.21,Olympia,00:00:00,23.59,1464.0,1508.0,2972.0,5.8,19.7,0.0,66,10.5,
2023.04.22,Olympia,00:00:00,23.59,1721.0,1564.0,3285.0,6.1,22.5,0.0,96,11.7,
2023.04.23,Olympia,00:00:00,23.59,1074.0,905.0,1979.0,9.9,17.7,10.1,95,2.5,
2023.04.24,Olympia,00:00:00,23.59,1255.0,1398.0,2653.0,7.2,13.2,2.4,83,4.2,
2023.04.25,Olympia,00:00:00,23.59,983.0,969.0,1952.0,5.1,12.2,5.8,94,2.3,
2023.04.26,Olympia,00:00:00,23.59,1263.0,1320.0,2583.0,4.2,12.0,0.1,96,3.8,
2023.04.27,Olympia,00:00:00,23.59,1587.0,1609.0,3196.0,4.3,15.7,0.2,91,4.5,
2023.04.28,Olympia,00:00:00,23.59,582.0,620.0,1202.0,8.8,14.5,29.4,94,0.0,
2023.04.29,Olympia,00:00:00,23.59,1108.0,1210.0,2318.0,10.3,18.5,0.0,85,8.4,
2023.04.30,Olympia,00:00:00,23.59,1263.0,1217.0,2480.0,8.9,16.8,0.0,93,5.3,
2023.04.01,Hirsch,00:00:00,23.59,244.0,248.0,492.0,7.0,11.5,0.9,94,2.0,
2023.04.02,Hirsch,00:00:00,23.59,224.0,218.0,442.0,1.4,11.0,2.9,98,0.7,
2023.04.03,Hirsch,00:00:00,23.59,657.0,690.0,1347.0,-0.4,6.0,0.0,88,2.2,
2023.04.04,Hirsch,00:00:00,23.59,748.0,767.0,1515.0,-2.5,5.4,0.0,21,9.5,
2023.04.05,Hirsch,00:00:00,23.59,732.0,740.0,1472.0,-2.8,7.5,0.0,35,12.3,
2023.04.06,Hirsch,00:00:00,23.59,686.0,679.0,1365.0,-1.5,11.4,0.0,43,10.3,
2023.04.07,Hirsch,00:00:00,23.59,285.0,255.0,540.0,4.1,11.8,0.0,90,2.1,
2023.04.08,Hirsch,00:00:00,23.59,142.0,157.0,299.0,3.5,6.0,0.3,88,0.0,
2023.04.09,Hirsch,00:00:00,23.59,266.0,237.0,503.0,2.6,10.5,0.0,53,7.9,
2023.04.10,Hirsch,00:00:00,23.59,544.0,558.0,1102.0,1.0,15.3,0.0,63,11.5,
2023.04.11,Hirsch,00:00:00,23.59,478.0,524.0,1002.0,5.0,13.0,3.5,93,2.9,
2023.04.12,Hirsch,00:00:00,23.59,507.0,500.0,1007.0,4.8,14.4,17.7,95,1.3,
2023.04.13,Hirsch,00:00:00,23.59,613.0,639.0,1252.0,3.7,9.9,9.5,91,2.3,
2023.04.14,Hirsch,00:00:00,23.59,359.0,396.0,755.0,3.3,9.7,12.1,96,1.6,
2023.04.15,Hirsch,00:00:00,23.59,247.0,230.0,477.0,4.6,9.5,3.0,98,0.6,
2023.04.16,Hirsch,00:00:00,23.59,241.0,242.0,483.0,4.5,8.7,0.2,98,0.0,
2023.04.17,Hirsch,00:00:00,23.59,901.0,969.0,1870.0,5.0,13.1,0.6,94,1.8,
2023.04.18,Hirsch,00:00:00,23.59,1036.0,1081.0,2117.0,5.9,11.4,0.3,98,0.2,
2023.04.19,Hirsch,00:00:00,23.59,643.0,689.0,1332.0,4.0,10.7,12.8,94,0.0,
2023.04.20,Hirsch,00:00:00,23.59,680.0,714.0,1394.0,3.5,8.0,0.2,99,0.0,
2023.04.21,Hirsch,00:00:00,23.59,1135.0,1220.0,2355.0,5.8,19.7,0.0,66,10.5,
2023.04.22,Hirsch,00:00:00,23.59,930.0,980.0,1910.0,6.1,22.5,0.0,96,11.7,
2023.04.23,Hirsch,00:00:00,23.59,738.0,446.0,1184.0,9.9,17.7,10.1,95,2.5,
2023.04.24,Hirsch,00:00:00,23.59,876.0,919.0,1795.0,7.2,13.2,2.4,83,4.2,
2023.04.25,Hirsch,00:00:00,23.59,716.0,768.0,1484.0,5.1,12.2,5.8,94,2.3,
2023.04.26,Hirsch,00:00:00,23.59,957.0,990.0,1947.0,4.2,12.0,0.1,96,3.8,
2023.04.27,Hirsch,00:00:00,23.59,1150.0,1186.0,2336.0,4.3,15.7,0.2,91,4.5,
2023.04.28,Hirsch,00:00:00,23.59,451.0,485.0,936.0,8.8,14.5,29.4,94,0.0,
2023.04.29,Hirsch,00:00:00,23.59,617.0,640.0,1257.0,10.3,18.5,0.0,85,8.4,
2023.04.30,Hirsch,00:00:00,23.59,578.0,607.0,1185.0,8.9,16.8,0.0,93,5.3,
2023.04.01,Margareten,00:00:00,23.59,932.0,944.0,1876.0,7.0,11.5,0.9,94,2.0,
2023.04.02,Margareten,00:00:00,23.59,603.0,605.0,1208.0,1.4,11.0,2.9,98,0.7,
2023.04.03,Margareten,00:00:00,23.59,1437.0,1445.0,2882.0,-0.4,6.0,0.0,88,2.2,
2023.04.04,Margareten,00:00:00,23.59,1551.0,1568.0,3119.0,-2.5,5.4,0.0,21,9.5,
2023.04.05,Margareten,00:00:00,23.59,1508.0,1592.0,3100.0,-2.8,7.5,0.0,35,12.3,
2023.04.06,Margareten,00:00:00,23.59,1615.0,1686.0,3301.0,-1.5,11.4,0.0,43,10.3,
2023.04.07,Margareten,00:00:00,23.59,624.0,616.0,1240.0,4.1,11.8,0.0,90,2.1,
2023.04.08,Margareten,00:00:00,23.59,724.0,720.0,1444.0,3.5,6.0,0.3,88,0.0,
2023.04.09,Margareten,00:00:00,23.59,572.0,647.0,1219.0,2.6,10.5,0.0,53,7.9,
2023.04.10,Margareten,00:00:00,23.59,1008.0,971.0,1979.0,1.0,15.3,0.0,63,11.5,
2023.04.11,Margareten,00:00:00,23.59,1206.0,1228.0,2434.0,5.0,13.0,3.5,93,2.9,
2023.04.12,Margareten,00:00:00,23.59,1153.0,1202.0,2355.0,4.8,14.4,17.7,95,1.3,
2023.04.13,Margareten,00:00:00,23.59,1398.0,1384.0,2782.0,3.7,9.9,9.5,91,2.3,
2023.04.14,Margareten,00:00:00,23.59,976.0,1024.0,2000.0,3.3,9.7,12.1,96,1.6,
2023.04.15,Margareten,00:00:00,23.59,998.0,1017.0,2015.0,4.6,9.5,3.0,98,0.6,
2023.04.16,Margareten,00:00:00,23.59,688.0,682.0,1370.0,4.5,8.7,0.2,98,0.0,
2023.04.17,Margareten,00:00:00,23.59,1809.0,1835.0,3644.0,5.0,13.1,0.6,94,1.8,
2023.04.18,Margareten,00:00:00,23.59,1905.0,1959.0,3864.0,5.9,11.4,0.3,98,0.2,
2023.04.19,Margareten,00:00:00,23.59,1358.0,1398.0,2756.0,4.0,10.7,12.8,94,0.0,
2023.04.20,Margareten,00:00:00,23.59,1592.0,1566.0,3158.0,3.5,8.0,0.2,99,0.0,
2023.04.21,Margareten,00:00:00,23.59,2257.0,2414.0,4671.0,5.8,19.7,0.0,66,10.5,
2023.04.22,Margareten,00:00:00,23.59,2530.0,2435.0,4965.0,6.1,22.5,0.0,96,11.7,
2023.04.23,Margareten,00:00:00,23.59,1218.0,1114.0,2332.0,9.9,17.7,10.1,95,2.5,
2023.04.24,Margareten,00:00:00,23.59,1823.0,1824.0,3647.0,7.2,13.2,2.4,83,4.2,
2023.04.25,Margareten,00:00:00,23.59,1542.0,1583.0,3125.0,5.1,12.2,5.8,94,2.3,
2023.04.26,Margareten,00:00:00,23.59,1923.0,1965.0,3888.0,4.2,12.0,0.1,96,3.8,
2023.04.27,Margareten,00:00:00,23.59,2187.0,2218.0,4405.0,4.3,15.7,0.2,91,4.5,
2023.04.28,Margareten,00:00:00,23.59,1184.0,1188.0,2372.0,8.8,14.5,29.4,94,0.0,
2023.04.29,Margareten,00:00:00,23.59,1635.0,1654.0,3289.0,10.3,18.5,0.0,85,8.4,
2023.04.30,Margareten,00:00:00,23.59,1397.0,1365.0,2762.0,8.9,16.8,0.0,93,5.3,
2023.04.01,Erhardt,00:00:00,23.59,1060.0,1017.0,2077.0,7.0,11.5,0.9,94,2.0,
2023.04.02,Erhardt,00:00:00,23.59,898.0,865.0,1763.0,1.4,11.0,2.9,98,0.7,
2023.04.03,Erhardt,00:00:00,23.59,1720.0,1673.0,3393.0,-0.4,6.0,0.0,88,2.2,
2023.04.04,Erhardt,00:00:00,23.59,2102.0,1980.0,4082.0,-2.5,5.4,0.0,21,9.5,
2023.04.05,Erhardt,00:00:00,23.59,2078.0,1986.0,4064.0,-2.8,7.5,0.0,35,12.3,
2023.04.06,Erhardt,00:00:00,23.59,1943.0,1866.0,3809.0,-1.5,11.4,0.0,43,10.3,
2023.04.07,Erhardt,00:00:00,23.59,1056.0,958.0,2014.0,4.1,11.8,0.0,90,2.1,
2023.04.08,Erhardt,00:00:00,23.59,651.0,593.0,1244.0,3.5,6.0,0.3,88,0.0,
2023.04.09,Erhardt,00:00:00,23.59,1001.0,927.0,1928.0,2.6,10.5,0.0,53,7.9,
2023.04.10,Erhardt,00:00:00,23.59,2183.0,1785.0,3968.0,1.0,15.3,0.0,63,11.5,
2023.04.11,Erhardt,00:00:00,23.59,1481.0,1356.0,2837.0,5.0,13.0,3.5,93,2.9,
2023.04.12,Erhardt,00:00:00,23.59,1478.0,1363.0,2841.0,4.8,14.4,17.7,95,1.3,
2023.04.13,Erhardt,00:00:00,23.59,1710.0,1649.0,3359.0,3.7,9.9,9.5,91,2.3,
2023.04.14,Erhardt,00:00:00,23.59,1020.0,970.0,1990.0,3.3,9.7,12.1,96,1.6,
2023.04.15,Erhardt,00:00:00,23.59,1041.0,994.0,2035.0,4.6,9.5,3.0,98,0.6,
2023.04.16,Erhardt,00:00:00,23.59,1157.0,1057.0,2214.0,4.5,8.7,0.2,98,0.0,
2023.04.17,Erhardt,00:00:00,23.59,2223.0,2044.0,4267.0,5.0,13.1,0.6,94,1.8,
2023.04.18,Erhardt,00:00:00,23.59,2591.0,2471.0,5062.0,5.9,11.4,0.3,98,0.2,
2023.04.19,Erhardt,00:00:00,23.59,1831.0,1768.0,3599.0,4.0,10.7,12.8,94,0.0,
2023.04.20,Erhardt,00:00:00,23.59,1964.0,1877.0,3841.0,3.5,8.0,0.2,99,0.0,
2023.04.21,Erhardt,00:00:00,23.59,3412.0,3067.0,6479.0,5.8,19.7,0.0,66,10.5,
2023.04.22,Erhardt,00:00:00,23.59,4455.0,3761.0,8216.0,6.1,22.5,0.0,96,11.7,
2023.04.23,Erhardt,00:00:00,23.59,1981.0,1770.0,3751.0,9.9,17.7,10.1,95,2.5,
2023.04.24,Erhardt,00:00:00,23.59,2374.0,2275.0,4649.0,7.2,13.2,2.4,83,4.2,
2023.04.25,Erhardt,00:00:00,23.59,1964.0,1864.0,3828.0,5.1,12.2,5.8,94,2.3,
2023.04.26,Erhardt,00:00:00,23.59,2605.0,2492.0,5097.0,4.2,12.0,0.1,96,3.8,
2023.04.27,Erhardt,00:00:00,23.59,3122.0,2892.0,6014.0,4.3,15.7,0.2,91,4.5,
2023.04.28,Erhardt,00:00:00,23.59,1261.0,1300.0,2561.0,8.8,14.5,29.4,94,0.0,
2023.04.29,Erhardt,00:00:00,23.59,3034.0,2527.0,5561.0,10.3,18.5,0.0,85,8.4,
2023.04.30,Erhardt,00:00:00,23.59,3217.0,2844.0,6061.0,8.9,16.8,0.0,93,5.3,
2023.05.01,Arnulf,00:00:00,23.59,416.0,36.0,452.0,6.0,13.0,7.7,98,0.9,
2023.05.02,Arnulf,00:00:00,23.59,1352.0,75.0,1427.0,5.9,14.1,2.6,86,0.8,
2023.05.03,Arnulf,00:00:00,23.59,1795.0,121.0,1916.0,5.4,17.6,0.0,48,6.8,
2023.05.04,Arnulf,00:00:00,23.59,2247.0,112.0,2359.0,6.0,20.6,0.0,60,13.3,
2023.05.05,Arnulf,00:00:00,23.59,1676.0,90.0,1766.0,7.8,23.5,13.9,78,8.5,
2023.05.06,Arnulf,00:00:00,23.59,1230.0,49.0,1279.0,11.2,20.4,0.0,96,5.1,
2023.05.07,Arnulf,00:00:00,23.59,1243.0,74.0,1317.0,10.4,22.6,0.0,89,9.8,
2023.05.08,Arnulf,00:00:00,23.59,1546.0,99.0,1645.0,10.8,16.8,0.0,95,4.1,
2023.05.09,Arnulf,00:00:00,23.59,2159.0,101.0,2260.0,7.5,21.2,7.7,70,11.1,
2023.05.10,Arnulf,00:00:00,23.59,885.0,49.0,934.0,8.8,15.9,20.3,98,0.9,
2023.05.11,Arnulf,00:00:00,23.59,626.0,41.0,667.0,7.9,10.1,18.2,94,0.0,
2023.05.12,Arnulf,00:00:00,23.59,1077.0,85.0,1162.0,8.8,13.2,0.0,99,0.0,
2023.05.13,Arnulf,00:00:00,23.59,867.0,47.0,914.0,8.6,14.0,0.1,99,0.6,
2023.05.14,Arnulf,00:00:00,23.59,732.0,69.0,801.0,9.2,17.0,0.0,98,3.0,
2023.05.15,Arnulf,00:00:00,23.59,1350.0,90.0,1440.0,9.4,17.1,0.6,88,2.4,
2023.05.16,Arnulf,00:00:00,23.59,937.0,68.0,1005.0,8.2,13.2,12.1,96,0.0,
2023.05.17,Arnulf,00:00:00,23.59,1546.0,89.0,1635.0,6.2,14.3,0.0,100,5.7,
2023.05.18,Arnulf,00:00:00,23.59,1028.0,42.0,1070.0,4.5,14.6,0.0,73,5.6,
2023.05.19,Arnulf,00:00:00,23.59,2212.0,97.0,2309.0,8.1,15.4,0.0,98,3.0,
2023.05.20,Arnulf,00:00:00,23.59,1296.0,66.0,1362.0,11.0,23.3,0.0,91,5.3,
2023.05.21,Arnulf,00:00:00,23.59,1326.0,66.0,1392.0,13.1,27.3,0.0,84,10.2,
2023.05.22,Arnulf,00:00:00,23.59,2128.0,126.0,2254.0,10.6,26.1,0.0,38,14.0,
2023.05.23,Arnulf,00:00:00,23.59,1741.0,104.0,1845.0,12.5,21.8,0.0,83,4.5,
2023.05.24,Arnulf,00:00:00,23.59,1759.0,114.0,1873.0,10.9,15.9,0.2,98,2.0,
2023.05.25,Arnulf,00:00:00,23.59,1993.0,124.0,2117.0,10.6,21.2,0.0,76,4.5,
2023.05.26,Arnulf,00:00:00,23.59,1958.0,118.0,2076.0,10.1,23.5,0.0,36,11.9,
2023.05.27,Arnulf,00:00:00,23.59,1710.0,99.0,1809.0,11.2,22.5,0.0,6,14.4,
2023.05.28,Arnulf,00:00:00,23.59,1471.0,83.0,1554.0,9.4,22.9,0.0,3,14.7,
2023.05.29,Arnulf,00:00:00,23.59,1367.0,91.0,1458.0,8.9,24.2,0.0,11,14.7,
2023.05.30,Arnulf,00:00:00,23.59,1949.0,97.0,2046.0,12.1,23.6,0.0,51,12.7,
2023.05.31,Arnulf,00:00:00,23.59,2115.0,97.0,2212.0,10.8,23.7,0.0,0,15.0,
2023.05.01,Kreuther,00:00:00,23.59,164.0,142.0,306.0,6.0,13.0,7.7,98,0.9,
2023.05.02,Kreuther,00:00:00,23.59,444.0,366.0,810.0,5.9,14.1,2.6,86,0.8,
2023.05.03,Kreuther,00:00:00,23.59,578.0,445.0,1023.0,5.4,17.6,0.0,48,6.8,
2023.05.04,Kreuther,00:00:00,23.59,756.0,569.0,1325.0,6.0,20.6,0.0,60,13.3,
2023.05.05,Kreuther,00:00:00,23.59,588.0,406.0,994.0,7.8,23.5,13.9,78,8.5,
2023.05.06,Kreuther,00:00:00,23.59,348.0,266.0,614.0,11.2,20.4,0.0,96,5.1,
2023.05.07,Kreuther,00:00:00,23.59,418.0,344.0,762.0,10.4,22.6,0.0,89,9.8,
2023.05.08,Kreuther,00:00:00,23.59,546.0,387.0,933.0,10.8,16.8,0.0,95,4.1,
2023.05.09,Kreuther,00:00:00,23.59,724.0,521.0,1245.0,7.5,21.2,7.7,70,11.1,
2023.05.10,Kreuther,00:00:00,23.59,284.0,206.0,490.0,8.8,15.9,20.3,98,0.9,
2023.05.11,Kreuther,00:00:00,23.59,202.0,161.0,363.0,7.9,10.1,18.2,94,0.0,
2023.05.12,Kreuther,00:00:00,23.59,411.0,315.0,726.0,8.8,13.2,0.0,99,0.0,
2023.05.13,Kreuther,00:00:00,23.59,208.0,197.0,405.0,8.6,14.0,0.1,99,0.6,
2023.05.14,Kreuther,00:00:00,23.59,156.0,180.0,336.0,9.2,17.0,0.0,98,3.0,
2023.05.15,Kreuther,00:00:00,23.59,392.0,290.0,682.0,9.4,17.1,0.6,88,2.4,
2023.05.16,Kreuther,00:00:00,23.59,344.0,228.0,572.0,8.2,13.2,12.1,96,0.0,
2023.05.17,Kreuther,00:00:00,23.59,486.0,355.0,841.0,6.2,14.3,0.0,100,5.7,
2023.05.18,Kreuther,00:00:00,23.59,214.0,193.0,407.0,4.5,14.6,0.0,73,5.6,
2023.05.19,Kreuther,00:00:00,23.59,545.0,437.0,982.0,8.1,15.4,0.0,98,3.0,
2023.05.20,Kreuther,00:00:00,23.59,343.0,330.0,673.0,11.0,23.3,0.0,91,5.3,
2023.05.21,Kreuther,00:00:00,23.59,391.0,378.0,769.0,13.1,27.3,0.0,84,10.2,
2023.05.22,Kreuther,00:00:00,23.59,649.0,493.0,1142.0,10.6,26.1,0.0,38,14.0,
2023.05.23,Kreuther,00:00:00,23.59,569.0,411.0,980.0,12.5,21.8,0.0,83,4.5,
2023.05.24,Kreuther,00:00:00,23.59,485.0,368.0,853.0,10.9,15.9,0.2,98,2.0,
2023.05.25,Kreuther,00:00:00,23.59,573.0,446.0,1019.0,10.6,21.2,0.0,76,4.5,
2023.05.26,Kreuther,00:00:00,23.59,539.0,493.0,1032.0,10.1,23.5,0.0,36,11.9,
2023.05.27,Kreuther,00:00:00,23.59,304.0,312.0,616.0,11.2,22.5,0.0,6,14.4,
2023.05.28,Kreuther,00:00:00,23.59,333.0,311.0,644.0,9.4,22.9,0.0,3,14.7,
2023.05.29,Kreuther,00:00:00,23.59,363.0,343.0,706.0,8.9,24.2,0.0,11,14.7,
2023.05.30,Kreuther,00:00:00,23.59,570.0,438.0,1008.0,12.1,23.6,0.0,51,12.7,
2023.05.31,Kreuther,00:00:00,23.59,598.0,420.0,1018.0,10.8,23.7,0.0,0,15.0,
2023.05.01,Olympia,00:00:00,23.59,529.0,489.0,1018.0,6.0,13.0,7.7,98,0.9,
2023.05.02,Olympia,00:00:00,23.59,1070.0,1138.0,2208.0,5.9,14.1,2.6,86,0.8,
2023.05.03,Olympia,00:00:00,23.59,1659.0,1645.0,3304.0,5.4,17.6,0.0,48,6.8,
2023.05.04,Olympia,00:00:00,23.59,1920.0,1945.0,3865.0,6.0,20.6,0.0,60,13.3,
2023.05.05,Olympia,00:00:00,23.59,1501.0,1562.0,3063.0,7.8,23.5,13.9,78,8.5,
2023.05.06,Olympia,00:00:00,23.59,1647.0,1670.0,3317.0,11.2,20.4,0.0,96,5.1,
2023.05.07,Olympia,00:00:00,23.59,1911.0,1982.0,3893.0,10.4,22.6,0.0,89,9.8,
2023.05.08,Olympia,00:00:00,23.59,1541.0,1521.0,3062.0,10.8,16.8,0.0,95,4.1,
2023.05.09,Olympia,00:00:00,23.59,2056.0,1992.0,4048.0,7.5,21.2,7.7,70,11.1,
2023.05.10,Olympia,00:00:00,23.59,744.0,752.0,1496.0,8.8,15.9,20.3,98,0.9,
2023.05.11,Olympia,00:00:00,23.59,553.0,549.0,1102.0,7.9,10.1,18.2,94,0.0,
2023.05.12,Olympia,00:00:00,23.59,998.0,1004.0,2002.0,8.8,13.2,0.0,99,0.0,
2023.05.13,Olympia,00:00:00,23.59,728.0,778.0,1506.0,8.6,14.0,0.1,99,0.6,
2023.05.14,Olympia,00:00:00,23.59,864.0,803.0,1667.0,9.2,17.0,0.0,98,3.0,
2023.05.15,Olympia,00:00:00,23.59,1264.0,1239.0,2503.0,9.4,17.1,0.6,88,2.4,
2023.05.16,Olympia,00:00:00,23.59,728.0,805.0,1533.0,8.2,13.2,12.1,96,0.0,
2023.05.17,Olympia,00:00:00,23.59,1775.0,1489.0,3264.0,6.2,14.3,0.0,100,5.7,
2023.05.18,Olympia,00:00:00,23.59,1616.0,1239.0,2855.0,4.5,14.6,0.0,73,5.6,
2023.05.19,Olympia,00:00:00,23.59,3739.0,2239.0,5978.0,8.1,15.4,0.0,98,3.0,
2023.05.20,Olympia,00:00:00,23.59,5223.0,2627.0,7850.0,11.0,23.3,0.0,91,5.3,
2023.05.21,Olympia,00:00:00,23.59,4587.0,2562.0,7149.0,13.1,27.3,0.0,84,10.2,
2023.05.22,Olympia,00:00:00,23.59,1973.0,2008.0,3981.0,10.6,26.1,0.0,38,14.0,
